dist,x,y,height,dsm,dtm
189.1905922,243331.3891,80452.74726,62.008945,291.200012,229.209915
190.3730334,243332.0197,80451.747,62.004791,291.119995,229.09848
191.5554746,243332.6503,80450.74674,62.827415,291.880005,229.006409
192.7379158,243333.2809,80449.74649,53.139488,282.079987,228.92215
193.920357,243333.9115,80448.74623,53.487675,282.339996,228.8517
195.1027982,243334.5421,80447.74597,57.121662,285.76001,228.662338
196.2852394,243335.1727,80446.74572,63.317783,291.75,228.476242
197.4676806,243335.8033,80445.74546,62.335217,290.779999,228.363907
198.6501218,243336.4339,80444.7452,62.62421,290.809998,228.193314
199.832563,243337.0645,80443.74494,63.776024,291.779999,227.979538
201.0150042,243337.6951,80442.74469,63.447639,291.380005,227.891678
202.1974454,243338.3257,80441.74443,64.215446,291.98999,227.789673
203.3798866,243338.9563,80440.74417,63.907433,291.649994,227.701416
204.5623278,243339.5869,80439.74391,62.816181,290.420013,227.587952
205.744769,243340.2175,80438.74366,59.826817,287.269989,227.447067
206.9272102,243340.8481,80437.7434,59.692852,287.109985,227.401627
208.1096514,243341.4787,80436.74314,60.722469,288.01001,227.304764
209.2920926,243342.1093,80435.74289,60.944351,288.209991,227.265701
210.4745338,243342.7399,80434.74263,60.702698,287.98999,227.329987
211.656975,243343.3705,80433.74237,60.242874,287.459991,227.183334
212.8394162,243344.0011,80432.74211,67.008369,294.019989,227.029999
214.0218574,243344.6317,80431.74186,59.489746,286.369995,226.869995
215.2042986,243345.2623,80430.7416,65.595886,292.299988,226.685257
216.3867398,243345.8929,80429.74134,65.633034,292.220001,226.615326
217.569181,243346.5235,80428.74108,65.708931,292.170013,226.410004
218.7516222,243347.1541,80427.74083,65.902771,292.160004,226.214386
219.9340634,243347.7847,80426.74057,20.654884,246.779999,226.070419
221.1165046,243348.4153,80425.74031,20.242283,246.119995,225.835403
222.2989458,243349.0459,80424.74006,22.95648,248.589996,225.624893
223.481387,243349.6765,80423.7398,22.427628,247.907974,225.487595
224.6638282,243350.3071,80422.73954,33.694324,259.008484,225.322144
225.8462694,243350.9377,80421.73928,1.088288,226.339996,225.25
227.0287106,243351.5682,80420.73903,76.957954,301.950012,225.038513
228.2111518,243352.1988,80419.73877,77.054901,301.950012,224.890335
229.393593,243352.8294,80418.73851,76.946716,301.730011,224.756134
230.5760342,243353.46,80417.73825,77.33268,301.720001,224.488678
231.7584754,243354.0906,80416.738,75.451187,299.589996,224.240311
232.9409166,243354.7212,80415.73774,75.783714,299.799988,224.065063
234.1233578,243355.3518,80414.73748,75.544243,299.339996,223.824371
235.305799,243355.9824,80413.73723,67.016724,290.640015,223.663681
236.4882402,243356.613,80412.73697,67.907555,291.369995,223.44574
237.6706814,243357.2436,80411.73671,67.062538,290.350006,223.235489
238.8531226,243357.8742,80410.73645,67.159119,290.309998,223.117325
240.0355638,243358.5048,80409.7362,64.88427,287.850006,222.893814
241.218005,243359.1354,80408.73594,64.301521,286.959991,222.637589
242.4004462,243359.766,80407.73568,63.298172,285.790009,222.465744
243.5828874,243360.3966,80406.73542,65.975708,288.369995,222.343445
244.7653286,243361.0272,80405.73517,69.509468,291.890015,222.381821
245.9477698,243361.6578,80404.73491,69.587067,292.019989,222.470001
247.130211,243362.2884,80403.73465,79.281609,301.609985,222.251205
248.3126522,243362.919,80402.7344,78.942696,300.970001,222.037445
249.4950934,243363.5496,80401.73414,73.561119,295.429993,221.772766
250.6775346,243364.1802,80400.73388,74.125435,295.450012,221.464828
251.8599758,243364.8108,80399.73362,73.942764,295.140015,221.141022
253.042417,243365.4414,80398.73337,78.418373,299.119995,220.699524
254.2248582,243366.072,80397.73311,81.439285,301.829987,220.357468
255.4072994,243366.7026,80396.73285,79.882965,300,220.174545
256.5897406,243367.3332,80395.73259,79.840042,299.829987,219.911591
257.7721818,243367.9638,80394.73234,80.221153,299.790009,219.679352
