dist,x,y,dsm,dtm,height
395.9504208,243066.6845,80270.46855,359.470001,324.814117,35.005531
397.0849492,243067.7126,80270.94832,359.329987,324.448242,34.653015
398.2194776,243068.7407,80271.4281,349.470001,323.670013,25.674477
399.3540061,243069.7688,80271.90787,348.779999,323.223022,25.527157
400.4885345,243070.7969,80272.38765,348.459991,322.332855,26.43931
401.6230629,243071.825,80272.86743,348.799988,321.899445,27.060577
402.7575913,243072.8531,80273.3472,350.070007,321.036316,29.210623
403.8921198,243073.8812,80273.82698,350.640015,320.614288,29.915098
405.0266482,243074.9093,80274.30675,349.700012,319.705414,29.876139
406.1611766,243075.9374,80274.78653,349.399994,319.277069,30.020271
407.295705,243076.9654,80275.2663,348.820007,318.373779,30.585672
408.4302335,243077.9935,80275.74608,350.070007,317.980835,31.951956
409.5647619,243079.0216,80276.22585,348.709991,316.917419,31.588993
410.6992903,243080.0497,80276.70563,348.119171,316.37677,31.624207
411.8338187,243081.0778,80277.18541,342.369995,315.501709,26.902042
412.9683472,243082.1059,80277.66518,347.49118,315.167603,32.445892
414.1028756,243083.134,80278.14496,349.309998,314.263702,35.182964
415.237404,243084.1621,80278.62473,349.670013,313.950012,35.710251
416.3719325,243085.1902,80279.10451,348.209991,313.191132,35.221157
417.5064609,243086.2183,80279.58428,344.913208,312.829895,32.160522
418.6409893,243087.2463,80280.06406,339.519989,311.924683,27.777575
419.7755177,243088.2744,80280.54383,341.799988,311.625977,30.491783
420.9100462,243089.3025,80281.02361,343.079987,310.792908,32.424656
422.0445746,243090.3306,80281.50339,345.220001,310.519379,34.841312
423.179103,243091.3587,80281.98316,344.980011,310.163391,34.893951
424.3136314,243092.3868,80282.46294,344.839996,309.268341,35.531029
425.4481599,243093.4149,80282.94271,345.25,308.946869,36.458416
426.5826883,243094.443,80283.42249,345.390015,308.099396,37.362347
427.7172167,243095.4711,80283.90226,345.440002,307.848877,37.701046
428.8517451,243096.4992,80284.38204,344.959991,306.742523,38.301266
429.9862736,243097.5273,80284.86182,338.660004,305.940002,32.776951
431.120802,243098.5553,80285.34159,340.130005,305.338745,35.042988
432.2553304,243099.5834,80285.82137,338.792847,305.304626,33.66024
433.3898588,243100.6115,80286.30114,333.450012,304.49939,29.230597
434.5243873,243101.6396,80286.78092,337.089996,304.09259,33.084415
435.6589157,243102.6677,80287.26069,336.871521,303.27243,33.567268
436.7934441,243103.6958,80287.74047,337.649994,302.986481,34.714565
437.9279726,243104.7239,80288.22024,337.799988,302.118011,35.877171
439.062501,243105.752,80288.70002,337.679993,301.703796,35.890137
440.1970294,243106.7801,80289.1798,337.040009,300.988098,36.280182
441.3315578,243107.8082,80289.65957,337.480011,300.643066,36.921341
442.4660863,243108.8362,80290.13935,336.880005,299.808411,36.90601
443.6006147,243109.8643,80290.61912,333.630005,299.501923,34.112545
444.7351431,243110.8924,80291.0989,333.959991,298.699707,35.456184
445.8696715,243111.9205,80291.57867,333.970001,298.341522,35.70911
447.0042,243112.9486,80292.05845,330.910004,297.572754,33.412155
448.1387284,243113.9767,80292.53822,330.940002,297.268555,33.449524
449.2732568,243115.0048,80293.018,331.959991,296.084473,36.177597
450.4077852,243116.0329,80293.49778,331.429993,295.7435,35.778954
451.5423137,243117.061,80293.97755,333.350006,295.446533,38.03035
452.6768421,243118.0891,80294.45733,333.679993,294.591644,39.028305
453.8113705,243119.1172,80294.9371,333.160004,294.212463,39.006004
454.9458989,243120.1452,80295.41688,332.769989,293.428009,39.310413
456.0804274,243121.1733,80295.89665,332.980011,293.086853,39.71693
457.2149558,243122.2014,80296.37643,330.630005,292.381165,38.472565
458.3494842,243123.2295,80296.8562,330.339996,292.102936,38.240734
459.4840127,243124.2576,80297.33598,330.459991,291.260803,39.051628
460.6185411,243125.2857,80297.81576,326.420013,291.179169,34.981785
461.7530695,243126.3138,80298.29553,327.540009,290.242554,37.522106
462.8875979,243127.3419,80298.77531,322.73999,290.001007,32.884079
464.0221264,243128.37,80299.25508,318.809998,289.064453,29.576096
465.1566548,243129.3981,80299.73486,311.119995,288.776337,22.311844
466.2911832,243130.4261,80300.21463,309.950012,287.933563,22.31938
467.4257116,243131.4542,80300.69441,309.980011,287.630493,22.363626
468.5602401,243132.4823,80301.17418,310.820007,286.814575,24.237486
469.6947685,243133.5104,80301.65396,310.380005,286.48999,24.086079
470.8292969,243134.5385,80302.13374,312.089996,285.836304,26.381113
471.9638253,243135.5666,80302.61351,312.869995,285.506348,27.313902
473.0983538,243136.5947,80303.09329,314.440002,284.661224,29.78496
474.2328822,243137.6228,80303.57306,314.160004,284.245819,29.735048
475.3674106,243138.6509,80304.05284,313.850006,283.34494,30.681381
476.501939,243139.679,80304.53261,314.700012,282.972809,32.039505
477.6364675,243140.7071,80305.01239,314.839996,282.129181,32.783508
478.7709959,243141.7351,80305.49217,306.329987,281.741486,24.629562
479.9055243,243142.7632,80305.97194,302.869995,281.420746,21.245028
481.0400528,243143.7913,80306.45172,299.730011,280.839996,18.988653
